unique_id,model_version,window,cutoff,ds,lead,yhat,y
CA-SC-10-B-37-DG-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,12.942753040756713,13
CA-SC-10-B-37-DG-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,12.942753040756713,11
CA-SC-10-B-37-DG-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,13.623950569217593,14
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,3.564769139854285,3
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,3.564769139854285,5
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,2.673576854890714,7
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,2.72429545446193,3
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,2.72429545446193,5
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,2.741334821490451,4
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,2.924090476256481,3
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,2.9947494134820465,4
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,2.9947494134820465,5
CA-SC-10-B-38-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,2.9947494134820465,3
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,3.9862559848340218,2
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,4.256836585990015,3
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,4.256836585990015,9
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,4.27876959253203,5
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,4.192085908188976,4
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,4.503754582414062,1
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,4.739887622444397,5
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,4.920367690387017,5
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,4.933267948485213,4
CA-SC-10-B-38-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,5.192913629984435,8
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-13,1,8.664849363299663,4
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-20,2,8.664849363299663,3
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-10-27,3,8.780901523521559,3
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-03,4,8.578888016879342,10
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-10,5,8.578888016879342,5
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-17,6,8.578888016879342,6
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-11-24,7,10.80939890126797,5
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-01,8,10.80939890126797,9
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-08,9,10.928843566922675,6
CA-SC-10-B-39-BK-1TO,v11,Oct-Dec,2025-10-06,2025-12-15,10,10.928843566922675,16
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,7.292966579355542,8
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,7.2727903408521035,5
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,5.369782326630111,7
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,5.433711917771882,6
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,5.386965720751666,2
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,5.169150485346097,5
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.584902680663454,2
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.589674554496181,3
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.603876624914574,9
CA-SC-10-B-39-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.65523976162639,7
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,6.656058478447108,4
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,6.622657756317248,10
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,6.611096961225689,6
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,6.592356229739055,7
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,6.650940190232848,6
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,6.909577376883142,4
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,6.78540834600478,6
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,6.641945153482082,4
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,6.35199339614942,6
CA-SC-10-B-39-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,6.761587129744855,4
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,9.81484583005024,5
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,9.81484583005024,4
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,7.3611343725376805,8
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,7.503164958413091,2
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,7.503164958413091,3
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,7.585158228528755,3
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,8.090835443764005,6
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,8.090835443764005,8
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,8.090835443764005,13
CA-SC-10-B-44-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,8.090835443764005,13
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,10.12048586692661,12
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,10.12048586692661,18
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,10.12048586692661,14
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,10.12048586692661,7
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,10.000289063546052,16
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,10.5558606781875,13
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,10.683241975445005,9
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,11.41990809506361,8
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,12.238605909408848,4
CA-SC-10-B-44-BE-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,13.057726884378646,2
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,26.340194178287337,34
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,26.340194178287337,25
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,19.755145633715504,22
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,19.887225714441907,15
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,19.887225714441907,16
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,19.887225714441907,18
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,21.21304076207137,25
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,21.782499589850865,24
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,21.782499589850865,35
CA-SC-10-B-44-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,21.782499589850865,31
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,30.731375406016543,39
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,30.731375406016543,39
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,31.06226041323408,33
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,31.14292538244203,23
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,30.7397971925139,30
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,32.44756370320912,32
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,32.44756370320912,29
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,32.7171914306841,18
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,34.40959077625273,26
CA-SC-10-B-44-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,36.91958761820666,16
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,5.285171954040387,7
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,5.285171954040387,9
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.9703184783135965,5
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.9734126625995043,2
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.9734126625995043,4
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.9734126625995043,4
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,4.238306840106138,6
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,4.304264938314036,9
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,4.331576088214148,8
CA-SC-10-B-44-DB-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,4.503963860091574,10
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,8.271877297006949,15
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,8.271877297006949,8
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,8.271877297006949,11
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,8.271877297006949,17
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,8.271877297006949,8
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,8.731426035729557,12
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,8.83935581174635,5
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,9.57640811659759,6
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,9.963457893907542,4
CA-SC-10-B-44-DB-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,10.704188677956022,8
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,16.9329302937412,26
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,16.9329302937412,13
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,12.6996977203059,10
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,12.806088033060608,5
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,12.806088033060608,4
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,12.806088033060608,9
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,13.65982723526465,12
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,13.98869806472167,18
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,14.090727383911636,13
CA-SC-10-B-44-DG-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,14.057854680996952,22
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,17.322144208093544,24
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,17.322144208093544,29
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,17.278760348833273,26
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,17.278760348833273,17
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,17.278760348833273,14
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,18.23869147932401,21
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,18.408118170230818,16
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,18.66731680044049,9
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,18.83379247184497,11
CA-SC-10-B-44-DG-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,20.296710551516664,13
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,6.463317788052464,10
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,6.463317788052464,10
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,6.577306934291292,6
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,6.594206600418044,6
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,6.509749470105335,5
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,6.87140221844452,7
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,6.87140221844452,6
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,6.927890414219996,8
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,7.200019049884106,3
CA-SC-10-B-44-GR-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,7.725403821999283,8
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,4.910307544747908,6
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,4.96760625942816,8
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.72570469457112,4
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.7195995060846587,1
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.724076795145959,4
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.7125246181482616,4
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,3.9600262593581457,5
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,4.095770178849256,3
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,4.154581764091473,5
CA-SC-10-B-47-BE-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,4.317101610521051,6
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,5.272046735125556,8
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,5.272046735125556,7
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,5.378310814997549,8
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,5.419653685321261,6
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,5.431599061156005,7
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,5.73335456455356,2
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,5.726051719517538,5
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,5.708139351451535,2
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,5.708139351451535,4
CA-SC-10-B-47-BE-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,6.008567738370036,11
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,7.184779878477122,10
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,7.184779878477122,6
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,5.388584908857841,6
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,5.4075819439940584,6
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,5.4075819439940584,3
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,5.4075819439940584,5
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,5.768087406926996,3
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,5.8778473333988694,7
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,5.8778473333988694,5
CA-SC-10-B-47-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,5.8778473333988694,5
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,6.276027996514291,9
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,6.276027996514291,7
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,6.276027996514291,9
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,6.37020695593896,15
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,6.460971946006983,6
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,6.861647202498006,13
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,7.0405017265387295,9
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,7.193620445171534,5
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,7.212162243276896,2
CA-SC-10-B-47-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,7.591749729765153,11
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,2.3760574285468707,7
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,2.3691659561362313,3
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,1.778762898083142,2
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,1.798841838281556,1
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,1.8432326381048374,2
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,1.7730472735612588,0
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,1.9186502858463783,5
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,1.9198788095970991,2
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,1.881189015494381,5
CA-SC-10-B-48-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,1.881189015494381,6
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,4.362312079212959,2
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,4.362312079212959,7
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,4.362312079212959,4
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,4.362312079212959,5
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,4.310299409342782,4
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,4.549760487639603,5
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,4.604882097994851,6
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,4.953036477023679,4
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,5.406970182793582,2
CA-SC-10-B-48-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,5.71662473166856,6
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,4.783976059595674,4
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,4.770051422022494,6
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.5602690624408586,3
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.4976442082712547,3
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.5716331709057085,1
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.68663093668999,4
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,3.896691815478638,2
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,3.791713977967911,1
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,3.792833751321871,1
CA-SC-10-B-53-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,3.9399707638386787,9
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,5.843180583128836,3
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,5.843180583128836,4
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,5.843180583128836,5
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,5.843180583128836,2
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,5.942043221022251,7
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,6.272156733301264,6
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,6.162921359925677,2
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,6.189471354004943,4
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,6.189471354004943,1
CA-SC-10-B-53-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,6.515233004215729,3
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,5.434862294006121,3
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,5.419036122847297,5
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,4.044649283088479,9
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.973472445940952,5
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,4.075109765675967,3
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,4.205811503126558,6
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,4.445607283508323,4
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,4.353950261552952,3
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,4.332091913856977,9
CA-SC-10-B-56-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,4.454877913259306,10
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-03-02,1,7.755138970717113,9
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-03-09,2,7.755138970717113,8
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-03-16,3,7.731069906103688,9
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-03-23,4,7.755916392936399,1
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-03-30,5,7.6018520201840944,9
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-04-06,6,8.024177132416543,7
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-04-13,7,8.006366775529614,2
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-04-20,8,8.006366775529614,11
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-04-27,9,8.263058866494543,5
CA-SC-10-B-56-BK-1TO,v11,Mar-May,2026-02-23,2026-05-04,10,8.697956701573203,8
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-22,1,4.059169441365915,1
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2025-12-29,2,4.059169441365915,1
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-05,3,3.0443770810244364,2
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-12,4,3.113331778849626,4
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-19,5,3.113331778849626,7
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-01-26,6,3.130811477452516,2
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-02,7,3.339532242616017,1
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-09,8,3.4120171491407767,4
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-16,9,3.4120171491407767,6
CA-SC-10-B-67-BK-1TO,v11,Dec-Feb,2025-12-15,2026-02-23,10,3.4120171491407767,4
